,SV_0,SV_1,SV_2,SV_3,SV_4,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,year
32,"('function', 0.004999425927455017)","('facebook', 0.003926911807542853)","('algorithm', 0.009376346418689953)","('image', 0.0051808825226941965)","('arguments', 0.004344299749797248)","('pyramid', 0.004152308442722508)","('javascript', 0.004003822843465099)","('twitter', 0.0013365090064309205)","('google-cloud-datastore', 0.0008866478917933414)","('django', 0.0022028994994215357)","('javascript', 0.0029436193924858795)",2012
33,"('csv', 0.004972537334090599)","('pip', 0.00388585812742637)","('image', 0.008480516642037606)","('url', 0.004771172683030712)","('text', 0.004022975065327999)","('csv', 0.004070972206799141)","('windows', 0.003655975773385928)","('c#', 0.0013334047015901018)","('tuples', 0.0008395068399882789)","('subprocess', 0.002100618289893606)","('sql', 0.0028773214218850846)",2012
34,"('file', 0.004890141476703196)","('logging', 0.003795885886620222)","('random', 0.008155072783201002)","('wsgi', 0.004762704093014162)","('syntax', 0.003836362095416747)","('shell', 0.004055697993474462)","('perl', 0.003621792076912894)","('encoding', 0.00122820331578215)","('multithreading', 0.0006610445361013503)","('http', 0.0020215211587854354)","('scrapy', 0.0026353513289265624)",2012
35,"('sockets', 0.004765359516595169)","('sqlite', 0.003753655305988853)","('c++', 0.008123918546341521)","('for-loop', 0.004756605880677796)","('while-loop', 0.0037796579818917004)","('virtualenv', 0.0039064379471171855)","('exception', 0.003367971756741469)","('selenium', 0.0011934193712762262)","('django-templates', 0.0006343483962229324)","('generator', 0.0020203516678583538)","('oop', 0.0023307662952033866)",2012
36,"('pygame', 0.004745177743179664)","('python-imaging-library', 0.0036474344799162506)","('list-comprehension', 0.007480823126859737)","('xml', 0.004745437103883681)","('beautifulsoup', 0.0036354144341583378)","('multiprocessing', 0.0038826958666979515)","('utf-8', 0.0031824785616783777)","('optimization', 0.0011857408893616527)","('web', 0.0006170420366172942)","('object', 0.0020122569758071426)","('django-templates', 0.002127935336378297)",2012
37,"('algorithm', 0.004666216934901195)","('linux', 0.0031610084316634644)","('file', 0.007250397082773775)","('recursion', 0.0046141929452617565)","('oop', 0.0033377063974917745)","('urllib2', 0.003754651378004288)","('url', 0.003138333980706373)","('django-forms', 0.0011104484058104425)","('django-views', 0.0005387905083449026)","('ctypes', 0.0018913907008540334)","('methods', 0.002044719870007169)",2012
38,"('java', 0.004609667924830387)","('web-applications', 0.0029640365156334493)","('multiprocessing', 0.0069689464584506205)","('loops', 0.004593867673698917)","('methods', 0.003266660002230035)","('oop', 0.0036100287438093734)","('syntax', 0.0030908011284144854)","('matlab', 0.0010590362196014876)","('gtk', 0.0005234759650318398)","('random', 0.0018030592831795983)","('file-io', 0.001901637102011054)",2012
39,"('beautifulsoup', 0.00460446260990621)","('testing', 0.0027609240887252716)","('datetime', 0.006822206512319176)","('logging', 0.004585221235880784)","('xml', 0.0032607049607050044)","('ctypes', 0.003572203768161596)","('search', 0.003047364135547599)","('csv', 0.0010533865206500403)","('email', 0.0004912110948075508)","('plot', 0.001795460750974552)","('arguments', 0.0016319474858762228)",2012
40,"('pyqt4', 0.004320652288883817)","('email', 0.002651265056934762)","('class', 0.006142422574631272)","('datetime', 0.004532141359000809)","('generator', 0.003151542710457153)","('python-imaging-library', 0.0035528679840617994)","('email', 0.0030106259755622532)","('forms', 0.0009699718196483543)","('pip', 0.00034202260419834846)","('java', 0.0017201242965516658)","('text', 0.00156488814846274)",2012
41,"('parsing', 0.00430269575184543)","('decorator', 0.002595995370796201)","('ipython', 0.005939413669633039)","('csv', 0.004518803460798449)","('pygame', 0.003120318721709305)","('gtk', 0.003548044981740954)","('inheritance', 0.0029653694895782705)","('c++', 0.0009024058361473755)","('javascript', 0.000326450519683873)","('django-templates', 0.001651348421194632)","('inheritance', 0.0015494472105575118)",2012
42,"('unicode', 0.004186032358530038)","('eclipse', 0.002480878912072296)","('machine-learning', 0.005428337910185798)","('web2py', 0.004438909258082266)","('mysql', 0.0029050686397904943)","('sql', 0.003449427128900407)","('random', 0.0029363745591778137)","('cython', 0.0008757776764279825)","('php', 0.0002918473409227393)","('arguments', 0.001515622755997481)","('c#', 0.0014909263026209665)",2012
43,"('unit-testing', 0.004150585373459482)","('import', 0.0020057210304158073)","('linux', 0.0053796767153693244)","('django-templates', 0.004415952612270609)","('windows', 0.0024813575748408737)","('scrapy', 0.0034430661004641494)","('ubuntu', 0.0029329218684464725)","('flask', 0.0008424108136513763)","('methods', 0.0002865998492622263)","('time', 0.0014030857311623163)","('syntax', 0.0014375226285173448)",2012
44,"('import', 0.003914327817709986)","('mysql-python', 0.0019909272949994086)","('file-io', 0.004945888220033192)","('sqlite', 0.0044147347196942565)","('subprocess', 0.0019868716301162624)","('bash', 0.003387887126423239)","('image', 0.0029197165546126854)","('web', 0.0007397797855658961)","('subprocess', 0.0002704080419009547)","('memory', 0.001316918460176396)","('if-statement', 0.001400038499206874)",2012
45,"('multiprocessing', 0.0038849231710609542)","('unicode', 0.0018938266800065228)","('pip', 0.004906715574658649)","('authentication', 0.004327666158671362)","('encoding', 0.0018599241125804161)","('py2exe', 0.0032320950212917456)","('text', 0.0027701452302255946)","('indexing', 0.0007372023223371294)","('time', 0.0002691975134172103)","('pyqt', 0.001278366206052645)","('excel', 0.001365612915638467)",2012
46,"('database', 0.0038108329676709005)","('post', 0.0017462989539099019)","('memory', 0.004891971000464401)","('file-io', 0.004185599748005979)","('excel', 0.0016841234025517543)","('django-views', 0.003230926748909633)","('java', 0.002684336558983454)","('jython', 0.0006643594827307601)","('unicode', 0.00025371076857387195)","('mysql-python', 0.0011699114746723136)","('wxpython', 0.0012497497104797736)",2012
47,"('sqlite', 0.0037849188045837516)","('jinja2', 0.0017010179552499236)","('windows', 0.004851949809878767)","('ajax', 0.004151744538986496)","('user-interface', 0.0016514168647472351)","('decorator', 0.0032100018639738747)","('if-statement', 0.0024819869854576983)","('time', 0.0006519591779726303)","('apache', 0.0002505547104757616)","('c++', 0.0011126107152052422)","('module', 0.0012048280473853077)",2012
48,"('datetime', 0.0036899217903943998)","('image', 0.0015513845949695197)","('import', 0.0045866424854770025)","('utf-8', 0.004105376127059677)","('jython', 0.0015852207114908116)","('urllib', 0.00312984679339118)","('algorithm', 0.0024054985704106005)","('lxml', 0.0006454703013275441)","('while-loop', 0.00024626420754986916)","('android', 0.0009760195136746946)","('pandas', 0.0011522486538205895)",2012
49,"('mongodb', 0.0036708921326765185)","('http', 0.0013429132159221108)","('iteration', 0.004574195470699818)","('search', 0.0041037276861502926)","('django-models', 0.0015465471770483676)","('mysql-python', 0.003086230768039619)","('methods', 0.0023685199747719775)","('pandas', 0.0005547808872431677)","('jinja2', 0.0002166274235795608)","('image', 0.000857449722996947)","('flask', 0.0011464344326070977)",2012
50,"('opencv', 0.0036598597013832324)","('ubuntu', 0.0013260986575090248)","('wxpython', 0.004569268380633538)","('api', 0.004076138035086548)","('memory', 0.0012888951559080748)","('qt', 0.0029060890809802153)","('cgi', 0.002313720085434512)","('sql', 0.0005062437933048038)","('ubuntu', 0.00021625320644293525)","('while-loop', 0.0008095933608562334)","('while-loop', 0.001137323631627093)",2012
51,"('performance', 0.0035687581748792066)","('inheritance', 0.0012767743189350139)","('ubuntu', 0.00449544492836946)","('import', 0.0040604495574823)","('django-views', 0.001228496479478448)","('pickle', 0.0027974054723820347)","('http', 0.002288633400406525)","('web-applications', 0.00043195371591124175)","('matlab', 0.00018878606141846128)","('flask', 0.0007747953418537207)","('import', 0.0011073768342210262)",2012
52,"('django-templates', 0.0034919703311369087)","('utf-8', 0.0010736985078084226)","('variables', 0.003953223269141773)","('android', 0.004006052813714023)","('exception', 0.0011576871947519898)","('tornado', 0.0026776626639663666)","('bash', 0.0022017198592251264)","('jquery', 0.0004299978672193007)","('twisted', 0.0001444427243212338)","('pygtk', 0.000765554538009554)","('mysql-python', 0.0010250739962998643)",2012
53,"('python-imaging-library', 0.003470873996004068)","('twitter', 0.0009109817294444459)","('recursion', 0.0035941510325670357)","('list-comprehension', 0.004002776330764029)","('pickle', 0.00114952209643758)","('django', 0.0026274923342804782)","('c++', 0.002196796922337929)","('generator', 0.00032201686120026697)","('mysql-python', 0.00014232074793919282)","('python-imaging-library', 0.0007354743540617803)","('api', 0.0010095617038708982)",2012
54,"('selenium', 0.0034260025491716453)","('pydev', 0.0009030753790187837)","('parsing', 0.003586864398219465)","('variables', 0.00392883109308597)","('datetime', 0.0010500260283432144)","('lxml', 0.0025528981144224213)","('shell', 0.00187758632360913)","('android', 0.00028413188883311125)","('java', 9.767868355362377e-05)","('php', 0.0006881740665801958)","('urllib', 0.0009876079365018784)",2012
55,"('django-forms', 0.0034230210094812552)","('android', 0.000752965644614894)","('unicode', 0.0034273174025157204)","('urllib', 0.0037208805984698724)","('optimization', 0.000991762377443)","('pyside', 0.0025381608776959847)","('oop', 0.0017623626425695292)","('api', 0.000261888055133358)","('search', 6.825902243548336e-05)","('bottle', 0.0005483121705985305)","('perl', 0.000968449939291676)",2012
56,"('loops', 0.0033519351185827403)","('pymongo', 0.0006829306226598111)","('if-statement', 0.0032101778364306906)","('mysql-python', 0.0036123612943798084)","('elementtree', 0.0009684395722881637)","('generator', 0.0025260996912965447)","('sql', 0.0017514809998260329)","('variables', 0.00024640344378909756)","('perl', 6.635640247599876e-05)","('linux', 0.0005458528080746327)","('templates', 0.000962030034974661)",2012
57,"('pyramid', 0.0033440998292604365)","('debugging', 0.0006592241542331808)","('json', 0.0030925897386169686)","('http', 0.0035288749962006658)","('sql', 0.0009667760796205822)","('while-loop', 0.002419463643701033)","('object', 0.0017136581100559419)","('mysql', 0.0001810723098743935)","('dictionary', 4.579544131477764e-05)","('mysql', 0.0005337886958082455)","('http', 0.0008515953715427769)",2012
58,"('php', 0.003309906597002243)","('exception', 0.0006107010812888402)","('ctypes', 0.0030795065190169775)","('algorithm', 0.0034126329106403553)","('mongodb', 0.0009002943886434602)","('pydev', 0.0023817206621472367)","('scipy', 0.0016982905838119206)","('mongodb', 0.00017689957531964815)","('url', 2.233524456790592e-05)","('forms', 0.0004858781212133397)","('arrays', 0.0008463634817391652)",2012
59,"('twisted', 0.0033086409735836)","('search', 0.0005637882862114527)","('google-cloud-datastore', 0.0028024916801246322)","('multithreading', 0.0033756090846374974)","('lxml', 0.0008858546150488359)","('mechanize', 0.0022767507585666957)","('arguments', 0.001673246768616965)","('linux', 0.00013889830973255442)","('django-forms', 8.728670756890516e-06)","('module', 0.00041282499351576196)","('jinja2', 0.0008315835155297291)",2012
60,"('pip', 0.003306245362996328)","('encoding', 0.000546753420298835)","('module', 0.0027732402482155603)","('macos', 0.0033047299346128036)","('url', 0.0008799138127238213)","('elementtree', 0.002214769571817557)","('while-loop', 0.0016412947200776862)","('bottle', 2.6689276293678788e-05)","('c#', 7.84463638448668e-06)","('urllib2', 0.00040027842395987166)","('exception', 0.000816932312834741)",2012
61,"('urllib2', 0.0032061931634358204)","('selenium', 0.0005420738959886501)","('search', 0.0027172183690493193)","('linux', 0.003176957591180126)","('perl', 0.0007817321972260726)","('bottle', 0.002110196721798213)","('pyside', 0.0016331848909756823)","('ajax', 4.870716319458136e-05)","('unix', 2.2111636795328334e-05)","('c#', 0.00035680620120194517)","('machine-learning', 0.0007111198169433768)",2012
62,"('sql', 0.003193685740659114)","('unix', 0.000534243407584684)","('pickle', 0.0026097338040828094)","('web-scraping', 0.003093174515086873)","('decorator', 0.0007675568701504122)","('heroku', 0.002104337684586582)","('mysql', 0.0016027608778909188)","('image-processing', 8.6968948665833e-05)","('jquery', 3.416739844484275e-05)","('web-applications', 0.00035533760087269655)","('utf-8', 0.0006421346480972929)",2012
63,"('user-interface', 0.003146641836040933)","('object', 0.0005093786324361773)","('generator', 0.0023630117922506535)","('facebook', 0.002963828429886322)","('ruby', 0.0007583696141599363)","('eclipse', 0.0020803750569937177)","('logging', 0.0015151964409834129)","('facebook', 0.0001182556559093037)","('templates', 3.68834334461797e-05)","('nlp', 0.0003325955279572886)","('pymongo', 0.0006332774700846477)",2012
64,"('qt', 0.0031003586545431147)","('macos', 0.00047765780499081775)","('virtualenv', 0.0022765559394321427)","('mysql', 0.002930418891983765)","('database', 0.0006818422037878117)","('encoding', 0.002070833257547282)","('twitter', 0.0014772926042465537)","('templates', 0.0001225271095886245)","('forms', 5.439982107879968e-05)","('templates', 0.00031926973137187903)","('c++', 0.0005637642996773051)",2012
65,"('virtualenv', 0.0030989605536927436)","('python-requests', 0.000451957141257259)","('syntax', 0.0022326513915370155)","('sqlalchemy', 0.0029262127880965542)","('testing', 0.0006641015137249498)","('python-requests', 0.0020641458390408267)","('android', 0.0014451451223418121)","('post', 0.00013252818667653082)","('ajax', 7.62954045760822e-05)","('xpath', 0.0003148201081253274)","('nlp', 0.00048071319435838357)",2012
66,"('scrapy', 0.0030017588418832157)","('tornado', 0.0004245380192040344)","('sqlite', 0.0021887545725843578)","('lxml', 0.0028348279898067087)","('inheritance', 0.0006540189381592595)","('if-statement', 0.0020136146970929593)","('jquery', 0.001443204576254799)","('networking', 0.00015635914859320302)","('django-admin', 8.522837320411834e-05)","('nltk', 0.0003050046453100596)","('php', 0.00046483279699110385)",2012
67,"('lxml', 0.002954519489562732)","('memory', 0.0004098661610075541)","('text', 0.0020707840329781944)","('forms', 0.0028282721484475357)","('scrapy', 0.0006329298480718213)","('perl', 0.001976586289122861)","('elementtree', 0.0014349710335801941)","('wxwidgets', 0.00021227082227161278)","('facebook', 9.709878417476754e-05)","('recursion', 0.000288360655119212)","('elementtree', 0.00044824610656770563)",2012
